Polska nazwa,Angielska nazwa,Interakcje,Strona,
Lurazydon,Lurasidone,"Lurazydonu nie należy łączyć z sokiem grejpfrutowym, który może zwiększać stężenie lurazydonu i nasilać działania niepożądane.
Należy zachować ostrożność łącząc lurazydon z alkoholem, ponieważ alkohol może nasilać hamujący wpływ leku na ośrodkowy układ nerwowy.
Ziele dziurawca (Hypericum perforatum) może osłabić działanie lurazydonu.
",https://www.doz.pl//leki/w751-Lurazydon,
Macitentan,Macitentan,"Na zdolność prowadzenia pojazdów podczas terapii wpływa ogólny stan kliniczny pacjenta oraz stopień nasilenia działań niepożądanych, takich jak ból głowy, niedociśnienie. Zaleca się zachowanie ostrożności i indywidualną ocenę.
Ziele dziurawca (Hypericum perforatum) może zmniejszać ekspozycję na macitentan, a tym samym skuteczność działania leku.
",https://www.doz.pl//leki/w753-Macitentan,
Makrogol,"Macrogol,","Podczas stosowania makrogolu należy unikać mleka oraz produktów mlecznych.
",https://www.doz.pl//leki/w755-Makrogol,
Maltol,żelaza,"Przyjęcie maltolu żelaza z posiłkiem zmniejsza wchłanianie żelaza.
",https://www.doz.pl//leki/w1327-Maltol_zelaza,
Mannitol,Mannitol,"Mannitol nie wywiera znaczącego wpływu na zdolność prowadzenia pojazdów.
Mannitol może powodować fałszywie dodatnie wyniki testów oznaczania stężenia glikolu etylenowego we krwi.
Lek fałszywie zaniża stężenia nieorganicznego fosforu we krwi oznaczane w niektórych systemach testów.
",https://www.doz.pl//leki/w756-Mannitol,
Maprotylina,Maprotiline,"Substancja czynna może nasilać hamujący wpływ alkoholu etylowego na ośrodkowy układ nerwowy. Ponadto, alkohol może zwiększać ryzyko pojawienia się drgawek podczas leczenia z wykorzystaniem maprotyliny.
W trakcie trwania leczenia z wykorzystaniem maprotyliny zalecane jest zmniejszenie ilości przyjmowanej kofeiny.
",https://www.doz.pl//leki/w757-Maprotylina,
Marawirok,Maraviroc,"W trakcie leczenia marawirokiem nie należy pić alkoholu, ze względu na możliwe rozwinięcie się martwicy kości. 
Marawirok jest skuteczny w leczeniu wyłącznie zakażenia wirusem HIV-1 CCR5-tropowym. W celu dokładnej diagnostyki należy wykonać test tropizmu i rozpocząć leczenie wkrótce po otrzymaniu wyniku, ze względu na możliwą zmianę tropizmu wirusa. 
",https://www.doz.pl//leki/w758-Marawirok,
Mebendazol,Mebemdazole,"Przy stosowaniu leku należy ograniczyć spożywanie tłuszczów: masło, tłusta wędlina, smalec, posiłki typu fast food. Duża ilość tłuszczu zwiększa wchłanianie substancji zwiększając tym samym ryzyko wystąpienia działań niepożądanych. 
",https://www.doz.pl//leki/w760-Mebendazol,
Mebeweryna,Mebeverine,"Badania nie wykazały interakcji z etanolem. Jednakże, niektóre żródła podają zwiększone ryzyko wystąpienia rabdomiolizy, miopatii przy jednoczesnym stosowaniu mebeweryny i alkoholu.
",https://www.doz.pl//leki/w761-Mebeweryna,
Medazepam,Medazepam,"Pokarm może spowalniać wchłanianie leku, co może przekładać się na początek efektu terapeutycznego, opóźnienie wystąpienia działania przeciwlękowego, osłabionej koncentracji i zmęczenia następnego dnia rano.
Medazepamu, podobnie jak innych benzodiazepin nie powinno łączyć się z alkoholem. Łączne stosowanie może być przyczyną działania depresyjnego na OUN, w tym może prowadzić do zatrzymania oddechu. Alkohol nasila działanie uspokajające medazepamu.
",https://www.doz.pl//leki/w763-Medazepam,
Medroksyprogesteron,Medroxyprogesterone,"Podanie duostne medroksyprogesteronu w czasie posiłku lub bezpośrednio po nim prowadzi do zwiększania dostępności biologicznej leku, zwiększenia stężenia maksymalnego w osoczu.
Octan medroksyprogesteronu może wpłynąć na wyniki testu z metyraponem.
",https://www.doz.pl//leki/w764-Medroksyprogesteron,
Megestrol,Megestrol,"Należy unikać przyjmowania alkoholu podczas stosowania megestrolu.
Megestrol może powodować zatrzymywanie płynów w organizmie, co może być niebezpieczne u pacjentów z niewydolnością serca lub nerek. Należy zwrócić uwagę na ilość przyjmowanych płynów.
",https://www.doz.pl//leki/w765-Megestrol,
Mekasermina,Mecasermin,"Mekasermina może upośledzać zdolność prowadzenia pojazdów w przypadku wywołania hipoglikemii. Zaleca się zachowanie ostrożności u osób z hipoglikemią w wywiadzie, a także przy modyfikacji dawki.
",https://www.doz.pl//leki/w766-Mekasermina,
Melatonina,Melatonin,"Pożywienie wpływa na zwiększenie stężenia melatoniny w osoczu.
Nie należy stosować melatoniny jednocześnie z alkoholem, ponieważ zmniejsza on siłę działania substancji.
Palenie papierosów może wpływać na zmniejszenie stężenia melatoniny we krwi.
",https://www.doz.pl//leki/w767-Melatonina,
Melfalan,Melphalanum,"Brak danych dotyczących wpływu melfelanu na zdolność prowadzenia pojazdów i obsługi maszyn ruchomych.
",https://www.doz.pl//leki/w768-Melfalan,
Meloksykam,Meloxicam,"Nie należy łączyć meloksykamu i alkoholu ze względu na wzrost ryzyka wystąpienia krwawień w obszarze przewodu pokarmowego.
Jednoczesne stosowanie substancji czynnej z preparatami zawierającymi żeń-szeń może spowodować u pacjenta nasilenie krwawień.
",https://www.doz.pl//leki/w1406-Meloksykam,
Memantyna,Memantine,"Substancja czynna może w niewielki sposób wywierać wpływ na zdolność prowadzenia pojazdów i obsługę maszyn. Należy pamiętać, że przypadku schorzenia jakim jest choroba Alzheimera wskazane jest uświadomienie pacjentom, że ich stan w niektórych przypadkach uniemożliwia prowadzenie pojazdu, 
Spowolnienie wydalania memantyny może wystąpić z powodu znacznej alkalizacji moczu. Ryzyko zmiany pH moczu na zasadowe istnieje głównie podczas zmiany diety z mięsnej na wegetariańską lub podczas przyjmowania leków alkalizujących treść żołądkowo–jelitową, a także podczas niektórych schorzeń.
",https://www.doz.pl//leki/w770-Memantyna,
Menotropina,Menotropins,"Istnieje małe prawdopodobieństwo, aby menotropina miała wpływ na zdolność prowadzenia pojazdów i obsługiwania maszyn. Jednakże nie przeprowadzono stosowanych badań.
",https://www.doz.pl//leki/w771-Menotropina,
Mentol,Menthol,"Stosowanie mentolu wewnętrznie w okresie ciąży należy skonsultować z lekarzem.
",https://www.doz.pl//leki/w772-Mentol,
Mepiwakaina,Mepivacaine,"Alkohol etylowy, ze względu na depresyjny wpływ na ośrodkowy układ nerwowy, może nasilać działanie środków znieczulających miejscowo. Nie należy spożywać alkoholu przed przyjęciem mepiwakainy, ze względu na wzrost ryzyka pojawienia się działań niepożądanych. 
Mepiwakaina może wykazywać działanie addycyjne z innymi związkami powodującymi znieczulenie miejscowe. 
",https://www.doz.pl//leki/w774-Mepiwakaina,
Mepyramina,Mepyramine,"Mepyramina może nasilać działanie alkoholu, dlatego w trakcie kuracji tym lekiem nie należy spożywać napojów alkoholowych.
",https://www.doz.pl//leki/w776-Mepyramina,
Merkaptamina,(Cysteamina),"Przyjmowanie pokarmów wysokobiałkowych i bogatych w tłuszcze 30 minut przed lub po jedzeniu opóźnia wchłanianie leku z merkaptaminą i zmniejsza jej biodostępność.
Istnieje ryzyko  nasilenia działań niepożądanych w wyniku interakcji etanolu z merkaptaminą.
W trakcie terapii merkaptaminą obserwowano nieprawidłowe wyniki testów czynności wątroby oraz leukopenię podczas wykonywania morfologii.
",https://www.doz.pl//leki/w777-Merkaptamina_Cysteamina,
Merkaptopuryna,Mercaptopurine,"W trakcie terapii merkaptopuryną należy unikać produktów mlecznych i/lub wapniowych w ciągu 2 godzin od podania dawki.
",https://www.doz.pl//leki/w778-Merkaptopuryna,
Meropenem,Meropenem,"Mimo braku dostępnych badań zaleca się zachowanie ostrożności podczas terapii meropenem, ponieważ lek może powodować objawy wpływające na zdolność prowadzenia pojazdów tj. zawroty głowy, parestezje, drgawki.
Stosowanie meropenemu wiąże się z ryzykiem otrzymania fałszywie dodatnich wyników testu Coombsa (test wykrywający/identyfikujący przeciwciała odpornościowe we krwi).
",https://www.doz.pl//leki/w779-Meropenem,
Mesalazyna,Mesalazine,"Mesalazyna nie powoduje objawów wpływających na zdolność prowadzenia pojazdów i obsługiwania maszyn.
",https://www.doz.pl//leki/w780-Mesalazyna,
Mesna,Mesna,"Jedzenie nie wpływa na dostępność w moczu mesny dla podania doustnego.
Mesna może fałszować wyniki niektórych badań:
",https://www.doz.pl//leki/w781-Mesna,
Metadon,Methadone,"Podczas terapii metadonem nie należy spożywać soku grejpfrutowego, gdyż może dojść do zahamowania metabolizmu leku i działanie leku ulegnie zmianie.
Alkohol nasila niepożądane działania metadonu. Podczas jednoczesnego przyjmowania leku i spożywania alkoholu istnieje zwiększone ryzyko pojawienia się depresji oddechowej oraz spadków ciśnienia krwi.
Chlorek amonu może zakwaszać mocz i nasilać wydalanie metadonu, który jest słabą zasadą. Działanie to skutkuje zmniejszeniem stężenia leku w osoczu. Stosując to połączenie farmakologiczne może okazać się konieczne zwiększenie dawki metadonu.
",https://www.doz.pl//leki/w783-Metadon,
Metamizol,Metamizole,"Metamizol powinien być stosowany bezpośrednio po posiłku, ewentualnie podczas jedzenia. Dzięki temu zostaje ograniczone jego działanie podrażniające błonę śluzową żołądka i jelit, spada ryzyko pojawienia się owrzodzeń. 
Metamizolu nie należy przyjmować w przypadku jednoczesnego spożywania alkoholu. Etanol może spowodować zaburzenia w metabolizmie metamizolu (wzrost ryzyka działań niepożądanych), a także podrażniać błonę śluzową żołądka. 
W trakcie terapii z zastosowaniem metamizolu, zaobserwowano zaburzenia wyników badań takich jak:
",https://www.doz.pl//leki/w784-Metamizol,
Metformina,Metformin,"Jednoczesne spożycie alkoholu i metforminy może prowadzić do wystąpienia kwasicy mleczanowej. Zatrucie organizmu alkoholem nasila się, jeśli pacjent ma dodatkowo zaburzenia czynności wątroby, jest niedożywiony lub głodzi się.
W wyniku jednoczesnego przyjmowania metforminy i preparatów zawierających żeń–szeń może dojść u pacjenta do nadmiernego obniżenia stężenia glukozy we krwi. Żeń–szeń nasila działanie przeciwcukrzycowe substancji czynnej.
",https://www.doz.pl//leki/w1399-Metformina,
Metipranolol,Metipranolol,"Metipranolol może powodować pogorszenie widzenia oraz zdolności do reagowania, które negatywnie wpływają na zdolność prowadzenia pojazdów oraz obsługi maszyn. 
",https://www.doz.pl//leki/w1360-Metipranolol,
Metokarbamol,Methocarbamol,"Pokarm nie wpływa na wchłanianie metokarbamolu. Lek można przyjmować niezależnie od posiłków. 
Alkohol nasila depresyjne działanie produktu na ośrodkowy układ nerwowy i potęguje uczucie zmęczenia oraz senności. Nie należy spożywać alkoholu podczas terapii metokarbamolem.
Metokarbamol wpływa na wyniki testów diagnostycznych dotyczących oznaczania kwasu 5-hydroksyindolooctowego metodą Udenfrienda oraz kwasu wanilinomigdałowego za pomocą metody Gitlowa.
",https://www.doz.pl//leki/w787-Metokarbamol,
Metoklopramid,Metoclopramide,"Działanie uspokajające metoklopramidu jest nasilane przez alkohol, dlatego zaleca się zrezygnowanie całkowite z tego typu używek podczas terapii tym lekiem.
Działanie uspokajające metoklopramidu jest nasilane przez alkohol, dlatego zaleca się zrezygnowanie całkowite z tego typu używek podczas terapii lekiem.
",https://www.doz.pl//leki/w788-Metoklopramid,
Metoksalen,Methoxsalen,"Metoksalen może powodować reakcje nadwrażliwości na światło. Ziele dziurawca (Hypericum perforatum) może nasilać fotowrażliwość.
",https://www.doz.pl//leki/w789-Metoksalen,
Metoprolol,Metoprolol,"Metoprolol musi być zażywany razem z posiłkiem lub bezpośrednio po nim. Nie należy stosować leku na czczo. 
Alkohol może nasilać wpływ metoprololu na ciśnienie krwi i pracę mięśnia sercowego.  Poprzez wpływ alkoholu na wątrobę, może wystąpić wzrost stężenia metoprololu we krwi i nasilenie jego działania. Spożycie alkoholu przy stosowaniu metoprololu przypuszczalnie doprowadzi do zaburzeń koordynacji ciała. 
Podanie z anestetykami wziewnymi takim jak desfluran, sewofluran, izofluran i halotan może spowodować zatrzymanie akcji serca. Z tego powodu metoprolol należy odstawić przed planowanym zabiegiem, w którym będzie stosowane znieczulenie wziewne.
",https://www.doz.pl//leki/w790-Metoprolol,
Metotreksat,Methotrexate,"Należy unikać spożywania napojów z dużą zawartością teofiliny lub kofeiny, które mogą zmniejszać skuteczność działania metotreksatu.
Nie należy spożywać alkoholu podczas stosowania metotreksatu ze względu na wzrost ryzyka uszkodzenia wątroby.
Jednoczesne napromieniowanie światłem UV może pogorszyć stan zmian łuszczycowych.
",https://www.doz.pl//leki/w791-Metotreksat,
Metronidazol,Metronidazole,"Nie należy łączyć metronidazolu z alkoholem, ponieważ substancja czynna nasila jego toksyczne działanie. Zwiększa się ryzyko wystąpienia takich objawów niepożądanych jak: uczucie gorąca, poty, bóle głowy, tachykardia, nudności, wymioty, bóle w nadbrzuszu. Nie wskazane jest zatem spożywanie alkoholu w czasie terapii metronidazolem i dwa dni po jej zakończeniu, aby uniknąć reakcji disulfiramowej.
Zaobserwowano, że po podaniu sylimaryny/sylibiny występuje u pacjentów zmniejszenie skuteczności metronidazolu.
",https://www.doz.pl//leki/w1407-Metronidazol,
Metyldopa,Methyldopa,"Metyldopa nie wchodzi w interakcje z pożywieniem. Tabletki można przyjmować niezależnie od posiłku, jednak podanie ich z pokarmem lub mlekiem zapobiega podrażnieniom błony śluzowej żołądka. Zalecana jest dieta niskosodowa.
Podczas terapii metyldopą nie należy spożywać alkoholu. Metyldopa może nasilać depresyjne działanie alkoholu na OUN, powodować między innymi zawroty głowy. Po wypiciu alkoholu może dojść do gwałtownego obniżenia ciśnienia krwi.
U niewielkiej liczby pacjentów mocz podczas kontaktu z powietrzem może ściemnieć. Wynika to z rozpadu metyldopy i jej metabolitów.
",https://www.doz.pl//leki/w793-Metyldopa,
Metylodigoksyna,Metildigoxin,"Suplementacja wapnia może nasilać działanie toksyczne metylodigoksyny, nie zaleca się przyjmowania preparatów z tym pierwiastkiem podczas terapii lekiem.
Ziele dziurawca może obniżać skuteczność leczenia metylodigoksyną.
",https://www.doz.pl//leki/w794-Metylodigoksyna,
Metylofenidat,Methylphenidate,"Alkohol stosowany równocześnie z metylofenidatem może zwiększać jego działanie na ośrodkowy układ nerwowy. Nie zaleca się spożywania alkoholu podczas terapii metylofenidatem.
Badania diagnostyczne
",https://www.doz.pl//leki/w795-Metylofenidat,
Metyloprednizolon,Methylprednisolone,"Jednoczesne przyjmowanie metyloprednizolonu oraz grejpfrutów lub soku grejpfrutowego może spowodować wzrost stężenia leku z poziomu terapeutycznego do toksycznego. Nie zaleca się spożywania tych owoców i picia z nich soków w trakcie kuracji. W celu uniknięcia interakcji nie należy spożywać grejpfrutów lub soku grejpfrutowego co najmniej 4 godziny przed zażyciem i po zażyciu leku.
Metyloprednizolon może tłumić reakcje skórne w testach alergicznych.
",https://www.doz.pl//leki/w797-Metyloprednizolon,
Metyrapon,Metyrapone,"Przyjęcie metyraponu z mlekiem lub posiłkiem zmniejsza ryzyko wystąpienia nudności u pacjenta,
",https://www.doz.pl//leki/w798-Metyrapon,
Mianseryna,Mianserin,"Pacjenci przyjmujący mianserynę nie powinni jednocześnie spożywać alkoholu. Istnieje ryzyko nasilenia depresyjnego wpływu alkoholu etylowego na ośrodkowy układ nerwowy.
U niektórych pacjentów, mianseryna może zmniejszać poziom witaminy D3 w osoczu. 
",https://www.doz.pl//leki/w799-Mianseryna,
Midazolam,Midazolam,"Pożywienie może spowalniać proces wchłaniania substancji czynnej nie wpływając jednocześnie na całkowity stopień absorpcji leku z przewodu pokarmowego. 
Przyjmowanie midazolamu podczas spożywania alkoholu lub w przypadku pacjentów z ostrym zatruciem alkoholowym jest niebezpieczne ze względu na zwiększenie prawdopodobieństwa zaburzeń ze strony układu sercowo–naczyniowego. Spożywanie alkoholu podczas terapii może doprowadzić do ostrej depresji układu oddechowego i bezdechu. 
Sok grejpfrutowy może zmniejszać aktywność enzymu CYP3A4, powodując tym samym wzrost stężenia midazolamu w osoczu. Może dojść do nasilenia działania uspokajającego substancji czynnej, a w przypadku niektórych pacjentów do zwiększonego ryzyka wystąpienia działań niepożądanych. 
",https://www.doz.pl//leki/w800-Midazolam,
Midodryna,Midodrine,"Pożywienie nie wpływa na biodostępność midodryny. Lek może być spożywany bez względu na posiłek.
",https://www.doz.pl//leki/w801-Midodryna,
Mifamurtyd,Mifamurtide,"Mifamurtyd może wywoływać takie działania niepożądane jak nieostre widzenie oraz zawroty głowy, z tego względu nie należy prowadzić pojazdów i obsługiwać maszyn w ruchu do czasu ustąpienia objawów. 
Nie należy podawać mifamurtydu o tej samej porze, co inne lipofilne leki przeciwnowotworowe, takie jak doksorubicyna. W tym przypadku wymagane jest zachowanie odstępu pomiędzy podawaniem leków.
",https://www.doz.pl//leki/w802-Mifamurtyd,
Migalastat,Migalastat,"Jednoczesne przyjmowanie migalastatu z pożywieniem obniża jego wchłanianie do krwioobiegu (biodostępność) oraz skuteczność w leczeniu choroby Fabry'ego. Substancję należy przyjmować 2 godziny przed jedzeniem lub 2 godziny po posiłku. 
",https://www.doz.pl//leki/w803-Migalastat,
Miglustat,Miglustat,"Zmniejszenie spożycia sacharozy, laktozy i innych węglowodanów jest wskazane w przypadku wystąpienia biegunki, celem jej zminimalizowania.
Podczas terapii miglustatem w badaniach diagnostycznych obserwowane są nieprawidłowe wyniki badań przewodzenia nerwowego.
",https://www.doz.pl//leki/w804-Miglustat,
Mikonazol,Miconazole,"Nie zaleca się stosowania mikonazolu u kobiet w ciąży, ze względu na brak dostatecznych danych dotyczących bezpieczeństwa terapii.
",https://www.doz.pl//leki/w805-Mikonazol,
Milnacypran,Milnacipran,"Nie udowodniono interakcji milnacypranu z alkoholem, ale łącznie alkoholu z lekami z grupy inhibitorów wychwytu zwrotnego serotoniny nie jest zalecane.
Przyjmowanie preparatów z dziurawca podczas leczenia milnacypranem może nasilać ryzyko zespołu serotoninowego.
",https://www.doz.pl//leki/w806-Milnacypran,
Milrinon,Milrinone,"Brak jest badań opisujących wpływ milrinonu na zdolność prowadzenia pojazdów mechanicznych, w tym samochodów.
Milrinon wpływa na wyniki badań diagnostycznych wątroby, podnosząc wartość wskaźników wątrobowych.
",https://www.doz.pl//leki/w807-Milrinon,
Minoksydyl,Minoxidil,"Podanie zewnętrzne (miejscowe):
",https://www.doz.pl//leki/w808-Minoksydyl,
Mirabegron,Mirabegron,"Pomimo stwierdzonego w badaniach klinicznych obniżenia stężenia maksymalnego w osoczu po podaniu mirabegronu razem z posiłkiem, nie wykazano spadku jego aktywności klinicznej czy pogorszenia bezpieczeństwa jego stosowania. Mirabegron może być przyjmowany niezależnie od posiłków.
",https://www.doz.pl//leki/w809-Mirabegron,
Mirtazapina,Mirtazapine,"Podczas terapii mirtazapiną należy unikać alkoholu, ze względu na nasilenie jego działania hamującego ośrodkowy układ nerwowy. 
Mirtazapiny nie należy łączyć z zielem dziurawca, ze względu na osłabienie jej działania. W dawce 30mg na dobę, może zwiększać wartość wskaźnika INR u osób stosujących warfarynę.
",https://www.doz.pl//leki/w810-Mirtazapina,
Mitoksantron,Mitoxantrone,"Podczas stosowania mitoksantronu nie zaleca się spożywania soku grejpfrutowego. Sok grejpfrutowy zmniejsza działanie przeciwnowotworowe leku.
Podczas leczenia mitoksantronem skuteczność szczepionek może być ograniczona. Należy unikać szczepienia na choroby wirusowe np. żółta febra ze względu na możliwość wystąpienia ciężkiego zakażenia.
",https://www.doz.pl//leki/w811-Mitoksantron,
Mitomycyna,Mitomycin,"Stosowanie mitomycyny może powodować nudności i wymioty, prowadzące do znacznego wydłużenia czasu reakcji. Z tego powodu stwierdza się, że zdolność do prowadzenia pojazdów mechanicznych oraz obsługa maszyn w trakcie przyjmowania leku może być upośledzona.
Stosowanie mitomycyny podczas równoczesnego prowadzenia radioterapii nasila toksyczny wpływ leku na szpik kostny.
",https://www.doz.pl//leki/w812-Mitomycyna,
Mitotan,Mitotane,"Przyjmowanie mitotanu z pożywieniem bogatym w tłuszcze zwiększa jego biodostępność. 
Mitotan zwiększa stężenie białek wiążących hormony w osoczu np. białka wiążące kortykosteroidy (CBG) oraz białka wiążące hormony płciowe (SHBG). Należy to uwzględnić podczas wykonywania badań hormonalnych. 
",https://www.doz.pl//leki/w813-Mitotan,
Miwakurium,Mivacurium,"Nie należy podejmować czynności wymagających pełnej sprawności psycho-fizycznej do czasu ustąpienia działania miwakurium.
",https://www.doz.pl//leki/w814-Miwakurium,
Mizoprostol,Misoprostol,"Należy poinformować o możliwości wystąpienia zawrotów głowy podczas stosowania mizoprostolu, aby pacjent dokonał samooceny nasilenia działań niepożądanych, które mogą upośledzić zdolność prowadzenia pojazdów.
",https://www.doz.pl//leki/w815-Mizoprostol,
Mleczan,magnezu,"Przyjmowanie preparatów zawierających mleczan magnezu z posiłkami może zmniejszyć ryzyko wystąpienia biegunki podczas suplementacji. 
Fosforany oraz wapń znacząco ograniczają proces wchłaniania substancji czynnej w jelicie. 
",https://www.doz.pl//leki/w1328-Mleczan_magnezu,
Mleczan,wapnia,"Przyjmowanie mleczanu wapnia z produktami wysokotłuszczowymi, produktami zbożowymi, szczawianami (szpinak, rabarbar) oraz produktami bogatymi w fosforany zmniejsza wchłanianie oraz skuteczność substancji. 
",https://www.doz.pl//leki/w1329-Mleczan_wapnia,
Moklobemid,Moclobemide,"W trakcie leczenia moklobemidem nie należy spożywać produktów zawierających tyraminę, na przykład salami, serów pleśniowych, wątróbki drobiowej, awokado, przejrzałych bananów, fig, bobu, drożdży i czekolady.
Moklobemidu nie wolno łączyć z alkoholem, ze względu na nasilenie toksycznego działania substancji leczniczej. 
Moklobemid może powodować obrzęki i wysypkę.
",https://www.doz.pl//leki/w818-Moklobemid,
Moksonidyna,Moxonidine,"Moksonidyna może nasilać działanie alkoholu. Nie należy spożywać alkoholu podczas stosowania leku.
",https://www.doz.pl//leki/w819-Moksonidyna,
Moksyfloksacyna,Moxifloxacin,"Przed obsługą maszyn i pojazdów zalecana jest ocena reakcji pacjenta na leczenie moksyfloksacyną. Lek może zaburzać zdolność prowadzenia pojazdów poprzez wystąpienie działań ubocznych takich jak zawroty głowy, omdlenia.
Moksyfloksacyna może powodować niezgodne z prawdą wyniki badań wykonanych w celu zidentyfikowania Mycobacterium spp. Jest to skutkiem inhibicji wzrostu prątków przez antybiotyk.
",https://www.doz.pl//leki/w820-Moksyfloksacyna,
Molsidomina,Molsidomine,"Alkohol nasila działanie molsidominy, co w konsekwencji może powodować bóle i zawroty głowy, nudności, niebezpieczne obniżenia ciśnienia tętniczego krwi, omdlenia.
",https://www.doz.pl//leki/w821-Molsidomina,
Mometazon,Mometasone,"Stosowanie mometazonu przez kobietę ciężarną jest możliwe jedynie gdy korzyści z terapii dla matki przewyższają ryzyko pojawienia działań niepożądanych u płodu. Zarówno miejscowe jak i wziewne przyjmowanie mometazonu w trakcie trwania ciąży jest przeciwwskazane ze względu na ryzyko przenikania substancji czynnej przez łożysko.
",https://www.doz.pl//leki/w822-Mometazon,
Monoazotan,izosorbidu,"Podczas przyjmowania monoazotanu izosorbidu nie należy jednocześnie spożywać alkoholu. Zaobserwowano zwiększone ryzyko omdleń i nagłych spadków ciśnienia tętniczego podczas spożywania alkoholu po przyjęciu leku.
",https://www.doz.pl//leki/w579-Monoazotan_izosorbidu,
Monobenzon,Monobenzone,"Podczas terapii należy unikać nadmiernej ekspozycji na promieniowanie UV, ze względu na możliwość pojawienia się uczuleń i podrażnień. 
",https://www.doz.pl//leki/w823-Monobenzon,
Montelukast,Montelukast,"Zalecane jest przyjmowanie montelukastu 1 h przed lub 2 h po posiłku.
",https://www.doz.pl//leki/w824-Montelukast,
Morfina,Morphine,"Alkohol może nasilać działanie morfiny i prowadzić do licznych działań niepożądanych, nie zaleca się jednoczesnego przyjmowania. 
Możliwe jest pogłębienie działania sedatywnego (uspokajającego) morfiny przy jednoczesnym stosowaniu z walerianą lub rumiankiem. 
",https://www.doz.pl//leki/w825-Morfina,
Mykafungina,Micafungin,"W trakcie leczenia mykafunginą odnotowano pewne prawdopodobieństwo zawrotów głowy, które mogą nieznacznie wpływać na zdolność prowadzenia pojazdów i obsługi maszyn. 
",https://www.doz.pl//leki/w1405-Mykafungina,
Nabumeton,Nabumetone,"Nabumetonu nie należy stosować na czczo. Ze względu na ryzyko podrażnienia błony śluzowej przewodu pokarmowego i możliwość spowodowania krwawień w jego obrębie, lek ten należy przyjmować po posiłku.
Brak danych na temat interakcji nabumetonu z alhoholem. 
",https://www.doz.pl//leki/w831-Nabumeton,
Nadroparyna,Nadroparin,"W trakcie leczenia należy unikać pokarmów wysokopotasowych (ziemniaki, pomidory) ze względu na ryzyko hiperkaliemii.
Stosując nadroparynę należy unikać ziół o działaniu przeciwzakrzepowym i przeciwpłytkowym. Będzie to czosnek, imbir, miłorząb dwuklapowy (Gingko biloba), borówka czarna (Vaccinium myrtillus), szałwia czerwona (korzeń Dan Shen).
",https://www.doz.pl//leki/w833-Nadroparyna,
Nadtlenek,benzoilu,"Należy zachować ostrożność stosując nadtlenek benzoilu u kobiet w ciąży, z uwagi na brak badań dotyczących wpływu substancji na płód.
",https://www.doz.pl//leki/w834-Nadtlenek_benzoilu,
Nafazolina,Naphazoline,"Nafazolina w kroplach do oczu może zaburzać zdolność widzenia i utrudniać jazdę samochodem oraz innymi pojazdami mechanicznymi.
Nafazolina stosowana donosowo powyżej 5 dni może spowodować tzw. ""efekt z odbicia"" czyli obrzęku błony śluzowej nosa, wzrostu wydzielania śluzu i uszkodzenia nabłonka.
",https://www.doz.pl//leki/w836-Nafazolina,
Nalbufina,Nalbuphine,"Spożywanie alkoholu w trakcie jednoczesnego przyjmowania nalbufiny może spowodować nasilenie działania substancji leczniczej. Rośnie również prawdopodobieństwo wystąpienia działań niepożądanych w tym depresji oddechowej prowadzącej do zgonu. 
",https://www.doz.pl//leki/w838-Nalbufina,
Nalmefen,Nalmefene,"Brak danych dotyczących interakcji nalmefenu z żywnością. 
Spożycie alkoholu po przyjęciu leku nie wpływa na jego skuteczność i toksyczność. 
",https://www.doz.pl//leki/w839-Nalmefen,
Naloksegol,Naloxegol,"Podczas terapii naloksegolem nie należy spożywać dużych ilości soku grapefruitowego, gdyż może spowodować nasilenie działania naloksegolu i spotęgować jego działania niepożądane.
Stosowanie w trakcie kuracji naloksegolem wyciągu z dziurawca prowadzi do zmniejszenia, a nawet całkowitego braku skuteczności leku.
",https://www.doz.pl//leki/w840-Naloksegol,
Nalokson,Naloxone,"Brak jednoznacznych danych na temat interakcji naloksonu z alkoholem. Prawdopodobnie działanie naloksonu w zatruciu opioidami po jednoczesnym spożyciu alkoholu zostaje opóźnione.
",https://www.doz.pl//leki/w841-Nalokson,
Naltrekson,Naltrexone,"Pożywienie nie wywiera wpływu na proces absorpcji substancji czynnej z przewodu pokarmowego. 
",https://www.doz.pl//leki/w842-Naltrekson,
Nandrolon,Nandrolone,"Pożywienie nie wywiera wpływu na działanie leku.
Nandrolon może powodować obniżenie stężenia T4 (tyroksyny całkowitej) w surowicy krwi.
",https://www.doz.pl//leki/w843-Nandrolon,
